numberr,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,messages
131,13.74075208,91.121.93.94,10.0.2.15,MQTT,1684,1883,43133,"Publish Message [university/building3], Publish Message [university/building3/floor3], Publish Message [university/building3/room0], Publish Message [university/building3/room0/hydraulic_valve], Publish Message [university/building3/section0/hydraulic_valve], Publish Message [university/building3/section2], Publish Message [university/building4/floor3/pollution], Publish Message [university/building4/section2/humidity], Publish Message [university/building5], Publish Message [university/building5/floor3/deposit], Publish Message [university/department2]","{""description"": ""Room Temperature"", ""lat"": 50, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 48, ""range"": [2, 47]},{""range"": [7, 56], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 89, ""long"": 63},{""range"": [0, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 56, ""long"": 70},{""description"": ""Room Temperature"", ""lat"": 45, ""unit"": ""C"", ""type"": ""temperature"", ""long"": 97, ""range"": [8, 40]},{""description"": ""Room Temperature"", ""lat"": 40, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 52, ""range"": [8, 51]},{""range"": [1, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 43, ""long"": 96},{""long"": 62, ""range"": [5, 57], ""lat"": 67, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 64, ""range"": [6, 49], ""lat"": 42, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 78, ""long"": 74, ""unit"": ""F"", ""range"": [3, 45], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 74, ""unit"": ""C"", ""range"": [3, 60], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 43, ""unit"": ""F"", ""range"": [2, 56], ""description"": ""Room Temperature""}"
132,13.74462132,91.121.93.94,10.0.2.15,MQTT,1413,1883,43133,"Publish Message [university/department2/area3/light], Publish Message [university/department2/floor3], Publish Message [university/department2/section2/temperature], Publish Message [university/department4], Publish Message [university/department4/room0], Publish Message [university/department5], Publish Message [university/department5/room3], Publish Message [university/department6], Publish Message [university/department6/area2/pollution]","{""type"": ""temperature"", ""lat"": 95, ""long"": 42, ""unit"": ""C"", ""range"": [8, 32], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 42, ""long"": 68, ""unit"": ""C"", ""range"": [4, 47], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 55, ""long"": 67, ""unit"": ""C"", ""range"": [8, 46], ""description"": ""Room Temperature""},{""range"": [8, 40], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 42, ""long"": 82},{""range"": [10, 39], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 75, ""long"": 43},{""unit"": ""C"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 93, ""range"": [4, 34]},{""unit"": ""C"", ""lat"": 94, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 45, ""range"": [3, 51]},{""long"": 60, ""range"": [5, 32], ""lat"": 93, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""long"": 88, ""range"": [1, 33], ""lat"": 48, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""}"
133,13.74518233,91.121.93.94,10.0.2.15,MQTT,1413,1883,43133,"Publish Message [university/department6/floor3], Publish Message [university/department6/room6/pollution], Publish Message [university/department6/section2/humidity], Publish Message [university/department6/section2/light], Publish Message [university/facility1], Publish Message [university/facility1/area2/light], Publish Message [university/facility1/floor3/pollution], Publish Message [university/facility1/room3/hydraulic_valve], Publish Message [university/facility1/room6]","{""long"": 51, ""range"": [10, 34], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 86, ""range"": [2, 32], ""lat"": 82, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 53, ""range"": [0, 52], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""long"": 62, ""range"": [2, 33], ""lat"": 86, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 84, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 97, ""range"": [7, 53]},{""long"": 50, ""range"": [5, 51], ""lat"": 93, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 75, ""range"": [8, 51], ""lat"": 60, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 97, ""long"": 93, ""unit"": ""C"", ""range"": [0, 47], ""description"": ""Room Temperature""},{""long"": 89, ""range"": [4, 50], ""lat"": 75, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""}"
134,13.7480277,91.121.93.94,10.0.2.15,MQTT,62,1883,35239,Subscribe Ack (id=3),
135,13.74851552,91.121.93.94,10.0.2.15,MQTT,1698,1883,35239,"Publish Message [university/building3/floor3], Publish Message [university/building3/room0], Publish Message [university/building3/room0/hydraulic_valve], Publish Message [university/building3/section0/hydraulic_valve], Publish Message [university/building3/section2], Publish Message (id=1) [university/building3], Publish Message [university/building4/floor3/pollution], Publish Message [university/building4/section2/humidity], Publish Message [university/building5/floor3/deposit], Publish Message [university/building5], Publish Message [university/department2/area3/light]","{""range"": [7, 56], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 89, ""long"": 63},{""range"": [0, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 56, ""long"": 70},{""description"": ""Room Temperature"", ""lat"": 45, ""unit"": ""C"", ""type"": ""temperature"", ""long"": 97, ""range"": [8, 40]},{""description"": ""Room Temperature"", ""lat"": 40, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 52, ""range"": [8, 51]},{""range"": [1, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 43, ""long"": 96},{""description"": ""Room Temperature"", ""lat"": 50, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 48, ""range"": [2, 47]},{""long"": 62, ""range"": [5, 57], ""lat"": 67, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 64, ""range"": [6, 49], ""lat"": 42, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 74, ""unit"": ""C"", ""range"": [3, 60], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 78, ""long"": 74, ""unit"": ""F"", ""range"": [3, 45], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 95, ""long"": 42, ""unit"": ""C"", ""range"": [8, 32], ""description"": ""Room Temperature""}"
136,13.75788612,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [university/department2/floor3], Publish Message [university/department2/section2/temperature], Publish Message [university/department2], Publish Message [university/department4/room0], Publish Message [university/department4], Publish Message [university/department5/room3], Publish Message [university/department5], Publish Message [university/department6/area2/pollution], Publish Message [university/department6/floor3]","{""type"": ""temperature"", ""lat"": 42, ""long"": 68, ""unit"": ""C"", ""range"": [4, 47], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 55, ""long"": 67, ""unit"": ""C"", ""range"": [8, 46], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 43, ""unit"": ""F"", ""range"": [2, 56], ""description"": ""Room Temperature""},{""range"": [10, 39], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 75, ""long"": 43},{""range"": [8, 40], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 42, ""long"": 82},{""unit"": ""C"", ""lat"": 94, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 45, ""range"": [3, 51]},{""unit"": ""C"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 93, ""range"": [4, 34]},{""long"": 88, ""range"": [1, 33], ""lat"": 48, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 51, ""range"": [10, 34], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""}"
137,13.75836158,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message (id=2) [university/department6/room6/pollution], Publish Message [university/department6/section2/humidity], Publish Message [university/department6/section2/light], Publish Message [university/department6], Publish Message [university/facility1/area2/light], Publish Message [university/facility1/floor3/pollution], Publish Message [university/facility1/room3/hydraulic_valve], Publish Message [university/facility1/room6], Publish Message (id=3) [university/facility1/room6/light]","{""long"": 86, ""range"": [2, 32], ""lat"": 82, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 53, ""range"": [0, 52], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""long"": 62, ""range"": [2, 33], ""lat"": 86, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 60, ""range"": [5, 32], ""lat"": 93, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""long"": 50, ""range"": [5, 51], ""lat"": 93, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 75, ""range"": [8, 51], ""lat"": 60, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 97, ""long"": 93, ""unit"": ""C"", ""range"": [0, 47], ""description"": ""Room Temperature""},{""long"": 89, ""range"": [4, 50], ""lat"": 75, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 44, ""range"": [7, 48], ""lat"": 59, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""}"
138,13.76633538,91.121.93.94,10.0.2.15,MQTT,1413,1883,43133,"Publish Message [university/facility1/room6/light], Publish Message [university/facility1/section2], Publish Message [university/facility1/section2/hydraulic_valve], Publish Message [university/facility1/section2/pollution], Publish Message [university/facility2/room0/deposit], Publish Message [university/facility3], Publish Message [university/room1], Publish Message [university/room1/area1/humidity], Publish Message [university/room1/area2]","{""long"": 44, ""range"": [7, 48], ""lat"": 59, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 96, ""range"": [5, 36], ""lat"": 44, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 60, ""range"": [0, 43], ""lat"": 85, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 58, ""range"": [7, 39], ""lat"": 58, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""range"": [9, 30], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 44, ""long"": 60},{""description"": ""Room Temperature"", ""lat"": 100, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 78, ""range"": [8, 56]},{""description"": ""Room Temperature"", ""lat"": 51, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 93, ""range"": [1, 43]},{""description"": ""Room Temperature"", ""lat"": 40, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 86, ""range"": [0, 31]},{""long"": 60, ""range"": [4, 60], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""}"
139,13.7667224,91.121.93.94,10.0.2.15,MQTT,1007,1883,43133,"Publish Message [university/room1/floor3/pollution], Publish Message [university/room1/room3/light], Publish Message [university/room1/room6], Publish Message [university/room1/room6/pollution], Publish Message [university/room2/area3/humidity], Publish Message [university/room2/section2], Publish Message [university/room2/section2/humidity]","{""long"": 43, ""range"": [4, 43], ""lat"": 84, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 77, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 76, ""range"": [1, 35]},{""long"": 78, ""range"": [3, 31], ""lat"": 71, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 97, ""range"": [0, 60], ""lat"": 53, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 97, ""long"": 72, ""unit"": ""K"", ""range"": [0, 54], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 75, ""long"": 59, ""unit"": ""K"", ""range"": [9, 39], ""description"": ""Room Temperature""},{""range"": [2, 35], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 70, ""long"": 80}"
140,13.78241413,91.121.93.94,10.0.2.15,MQTT,2360,1883,35239,"Publish Message (id=4) [university/facility1/section2], Publish Message [university/facility1/section2/hydraulic_valve], Publish Message [university/facility1/section2/pollution], Publish Message [university/facility1], Publish Message [university/facility2/room0/deposit], Publish Message [university/facility3], Publish Message [university/room1/area1/humidity], Publish Message [university/room1/area2], Publish Message [university/room1/floor3/pollution], Publish Message [university/room1/room3/light], Publish Message [university/room1/room6], Publish Message (id=5) [university/room1/room6/pollution], Publish Message [university/room1], Publish Message [university/room2/area3/humidity], Publish Message [university/room2/section2], Publish Message [university/room2/section2/humidity]","{""long"": 96, ""range"": [5, 36], ""lat"": 44, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 60, ""range"": [0, 43], ""lat"": 85, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 58, ""range"": [7, 39], ""lat"": 58, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 84, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 97, ""range"": [7, 53]},{""range"": [9, 30], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 44, ""long"": 60},{""description"": ""Room Temperature"", ""lat"": 100, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 78, ""range"": [8, 56]},{""description"": ""Room Temperature"", ""lat"": 40, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 86, ""range"": [0, 31]},{""long"": 60, ""range"": [4, 60], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 43, ""range"": [4, 43], ""lat"": 84, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 77, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 76, ""range"": [1, 35]},{""long"": 78, ""range"": [3, 31], ""lat"": 71, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 97, ""range"": [0, 60], ""lat"": 53, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""description"": ""Room Temperature"", ""lat"": 51, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 93, ""range"": [1, 43]},{""type"": ""temperature"", ""lat"": 97, ""long"": 72, ""unit"": ""K"", ""range"": [0, 54], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 75, ""long"": 59, ""unit"": ""K"", ""range"": [9, 39], ""description"": ""Room Temperature""},{""range"": [2, 35], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 70, ""long"": 80}"
141,13.93895295,3.65.137.17,10.0.2.15,MQTT,203,1883,34039,"Subscribe Ack (id=9), Publish Message [metaverse/facility1/room3]","{""type"": ""temperature"", ""lat"": 68, ""long"": 64, ""unit"": ""C"", ""range"": [0, 54], ""description"": ""Room Temperature""}"
142,13.93923318,3.65.137.17,10.0.2.15,MQTT,196,1883,34039,Publish Message (id=51) [metaverse/room1/room3],"{""unit"": ""K"", ""lat"": 41, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 67, ""range"": [3, 35]}"
143,14.6886492,10.0.2.15,91.121.93.94,MQTT,83,43133,1883,Subscribe Request (id=9) [university/building3],
144,14.6906635,10.0.2.15,3.65.137.17,MQTT,82,34039,1883,Subscribe Request (id=10) [university/+/floor6],
145,14.7031271,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=51),
146,14.70482014,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=52),
147,14.7090047,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=53),
148,14.70990809,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=54),
149,14.71292882,3.65.137.17,10.0.2.15,MQTT,62,1883,34039,Subscribe Ack (id=10),
150,14.71422978,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=55),
151,14.71529144,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=56),
152,14.71636949,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=57),
153,14.71677243,91.121.93.94,10.0.2.15,MQTT,62,1883,43133,Subscribe Ack (id=9),
154,14.71731433,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=58),
155,14.71817435,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=59),
156,14.71859393,10.0.2.15,91.121.93.94,MQTT,82,35239,1883,Subscribe Request (id=4) [metaverse/building3],
157,14.72388385,91.121.93.94,10.0.2.15,MQTT,195,1883,43133,Publish Message (id=1) [university/building3],"{""description"": ""Room Temperature"", ""lat"": 50, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 48, ""range"": [2, 47]}"
158,14.73478448,52.29.173.150,10.0.2.15,MQTT,68,1883,60609,"Publish Release (id=51), Publish Release (id=53), Publish Release (id=54)",
159,14.73501467,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=51),
160,14.73526185,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=53),
161,14.73554003,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=54),
162,14.74654747,52.29.173.150,10.0.2.15,MQTT,64,1883,60609,"Publish Release (id=57), Publish Release (id=58)",
163,14.74690802,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=57),
164,14.74742386,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=58),
165,14.75444476,91.121.93.94,10.0.2.15,MQTT,197,1883,35239,"Subscribe Ack (id=4), Publish Message [metaverse/building3]","{""range"": [7, 30], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 51, ""long"": 50}"
166,14.76271956,52.29.173.150,10.0.2.15,MQTT,1238,1883,60609,"Publish Message (id=101) [hospital/building3/room0], Publish Message (id=102) [hospital/department5], Publish Message (id=103) [hospital/room2/section2/light], Publish Message (id=104) [hospital/building4/area2/light], Publish Message (id=105) [hospital/facility1/section2/deposit], Publish Message (id=106) [hospital/department2/section0/temperature], Publish Message (id=107) [hospital/facility1/floor2], Publish Message (id=108) [hospital/building3]","{""range"": [9, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 56, ""long"": 50},{""unit"": ""C"", ""lat"": 59, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 75, ""range"": [0, 42]},{""range"": [6, 31], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 66, ""long"": 82},{""long"": 75, ""range"": [3, 37], ""lat"": 94, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 91, ""long"": 61, ""unit"": ""C"", ""range"": [0, 30], ""description"": ""Room Temperature""},{""description"": ""Room Temperature"", ""lat"": 98, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 66, ""range"": [3, 45]},{""unit"": ""F"", ""lat"": 86, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 84, ""range"": [2, 47]},{""range"": [4, 58], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 48, ""long"": 73}"
